County,State,Population,Valid_ballots,Voter_turnout,Democrats,Republicans,Democrats_vote_share,Republicans_vote_share
Shelby County,Tennessee,936021,337383,36.04438362,208992,116344,61.94502983,34.48425084
Smith County,Tennessee,19526,7436,38.08255659,1689,5494,22.71382464,73.8838085
Stewart County,Tennessee,13190,5299,40.17437453,1222,3864,23.0609549,72.91941876
Sullivan County,Tennessee,156182,62278,39.87527372,12578,46979,20.1965381,75.43434279
Sumner County,Tennessee,179332,71505,39.87297303,18161,50129,25.3982239,70.10558702
Tipton County,Tennessee,61223,23481,38.35323326,5785,16910,24.63694051,72.01567225
Trousdale County,Tennessee,9955,3160,31.74284279,946,2103,29.93670886,66.55063291
Unicoi County,Tennessee,17737,7195,40.56492079,1262,5671,17.5399583,78.81862404
Union County,Tennessee,19219,6247,32.50429263,1012,5053,16.19977589,80.88682568
Van Buren County,Tennessee,5721,2419,42.28281769,539,1820,22.28193468,75.23770153
Warren County,Tennessee,40428,13612,33.66973385,3535,9540,25.96973259,70.08521892
Washington County,Tennessee,127247,49750,39.09718893,13024,34252,26.17889447,68.84824121
Wayne County,Tennessee,16747,5857,34.97342808,717,5036,12.24176199,85.98258494
Weakley County,Tennessee,33610,12184,36.25111574,2772,9008,22.75114905,73.93302692
White County,Tennessee,26463,9825,37.12730983,1845,7671,18.77862595,78.07633588
Williamson County,Tennessee,218903,106271,48.54707336,31013,68212,29.18293796,64.18684307
Wilson County,Tennessee,132494,56734,42.82005223,14385,39406,25.35516621,69.45746818
Anderson County,Texas,57526,16977,29.51187289,3369,13201,19.84449549,77.75814337
Andrews County,Texas,17791,4943,27.78371087,836,3927,16.91280599,79.44568076
Angelina County,Texas,87682,29911,34.11304487,7538,21668,25.20143091,72.44157668
Aransas County,Texas,25162,10512,41.7772832,2465,7740,23.44939117,73.63013699
Archer County,Texas,8781,4283,48.77576586,394,3786,9.199159468,88.39598412
Armstrong County,Texas,1843,1021,55.39880629,70,924,6.856023506,90.49951028
Atascosa County,Texas,48720,13673,28.06444992,4651,8618,34.01594383,63.02932787
Austin County,Texas,29629,12274,41.42563029,2320,9637,18.90174352,78.51556135
Bailey County,Texas,7196,1793,24.91662034,397,1344,22.14166202,74.95817066
Bandera County,Texas,21701,10218,47.08538777,1726,8163,16.89175964,79.88843218
Bastrop County,Texas,82591,28454,34.45169571,10569,16328,37.14416251,57.38384761
Baylor County,Texas,3638,1499,41.20395822,191,1267,12.74182789,84.52301534
Bee County,Texas,32812,8485,25.85944167,3444,4744,40.58927519,55.91043017
Bell County,Texas,341094,94994,27.84980093,37801,51998,39.79303956,54.73819399
Bexar County,Texas,1927651,589645,30.58878397,319550,240333,54.19362498,40.75893122
Blanco County,Texas,11301,5685,50.30528272,1244,4212,21.882146,74.08970976
Borden County,Texas,657,365,55.55555556,31,330,8.493150685,90.4109589
Bosque County,Texas,18009,7838,43.5226831,1278,6339,16.30517989,80.87522327
Bowie County,Texas,93424,34602,37.03759205,8838,24924,25.54187619,72.03051847
Brazoria County,Texas,353155,121181,34.31382821,43200,72791,35.64915292,60.06799746
Brazos County,Texas,219739,67211,30.58674154,23121,38738,34.40061895,57.6363988
Brewster County,Texas,9211,4252,46.16219737,1873,2077,44.04985889,48.84760113
Briscoe County,Texas,1483,736,49.62913014,91,625,12.36413043,84.91847826
Brooks County,Texas,7190,2596,36.10570236,1937,613,74.61479199,23.61325116
Brown County,Texas,38039,14026,36.8726833,1621,12017,11.55710823,85.6766006
Burleson County,Texas,17848,6960,38.99596593,1491,5316,21.42241379,76.37931034
Burnet County,Texas,45817,19204,41.91457319,3797,14638,19.77192252,76.2237034
Caldwell County,Texas,41147,12092,29.38731864,4795,6691,39.6543169,55.33410519
Calhoun County,Texas,21948,6965,31.73409878,2118,4638,30.4091888,66.59009332
Callahan County,Texas,13789,5579,40.45978679,569,4865,10.19896039,87.20200753
Cameron County,Texas,421350,92079,21.85332859,59402,29472,64.51199513,32.00729808
Camp County,Texas,12771,4542,35.56495184,1260,3201,27.74108322,70.47556143
Carson County,Texas,6096,2964,48.62204724,249,2620,8.400809717,88.39406208
Cass County,Texas,30058,12344,41.06726994,2391,9726,19.36973428,78.79131562
Castro County,Texas,7765,1997,25.71796523,526,1414,26.33950926,70.80620931
Chambers County,Texas,40163,16786,41.79468665,2948,13339,17.56225426,79.46503038
Cherokee County,Texas,51879,16790,32.36376954,3469,12919,20.6611078,76.94460989
Childress County,Texas,7204,2084,28.92837313,253,1802,12.14011516,86.46833013
Clay County,Texas,10251,5018,48.95132182,536,4377,10.68154643,87.22598645
Cochran County,Texas,2921,901,30.84560082,190,679,21.08768036,75.36071032
Coke County,Texas,3259,1423,43.66370052,140,1265,9.838369642,88.89669712
Coleman County,Texas,8412,3643,43.30718022,388,3177,10.65056272,87.20834477
Collin County,Texas,943742,361419,38.29637761,140624,201014,38.90885648,55.61799463
Collingsworth County,Texas,3007,1156,38.44363153,145,983,12.5432526,85.03460208
Colorado County,Texas,21081,8513,40.3823348,1987,6325,23.34077294,74.29813227
Comal County,Texas,134343,62178,46.28302182,14238,45136,22.89877449,72.59159188
Comanche County,Texas,13543,5237,38.66942332,789,4333,15.06587741,82.7382089
Concho County,Texas,4140,1068,25.79710145,148,885,13.8576779,82.86516854
Cooke County,Texas,39343,15955,40.55359276,2352,13181,14.74146036,82.61360075
Coryell County,Texas,74803,18253,24.40142775,5064,12225,27.74338465,66.97529173
Cottle County,Texas,1402,612,43.65192582,92,506,15.03267974,82.67973856
Crane County,Texas,4779,1384,28.96003348,299,1049,21.60404624,75.79479769
Crockett County,Texas,3642,1395,38.30313015,372,980,26.66666667,70.25089606
Crosby County,Texas,5911,1728,29.23363221,468,1181,27.08333333,68.34490741
Culberson County,Texas,2220,767,34.54954955,454,280,59.1916558,36.50586701
Dallam County,Texas,7357,1544,20.98681528,222,1261,14.37823834,81.67098446
Dallas County,Texas,2591488,758973,29.28715086,461080,262945,60.75051418,34.64484244
Dawson County,Texas,12999,3563,27.40980075,835,2636,23.43530733,73.98259893
Deaf Smith County,Texas,18846,4216,22.37079486,1185,2911,28.10721063,69.04648956
Delta County,Texas,5147,2281,44.31707791,400,1836,17.53616835,80.49101271
Denton County,Texas,808212,298645,36.9513197,110890,170603,37.13104187,57.12568434
DeWitt County,Texas,20623,6844,33.18624836,1163,5519,16.99298656,80.63997662
Dickens County,Texas,2193,909,41.4500684,128,755,14.08140814,83.05830583
Dimmit County,Texas,10679,3225,30.19945688,2173,974,67.37984496,30.20155039
Donley County,Texas,3387,1465,43.25361677,191,1225,13.03754266,83.61774744
Duval County,Texas,11431,4168,36.46225177,2783,1316,66.7706334,31.57389635
Eastland County,Texas,18240,6963,38.17434211,776,6011,11.14462157,86.3277323
Ector County,Texas,157858,36530,23.14105082,10249,25020,28.05639201,68.4916507
Edwards County,Texas,1908,1073,56.23689727,303,746,28.23858341,69.52469711
Ellis County,Texas,168332,63673,37.82584417,16253,44941,25.52573304,70.58093697
El Paso County,Texas,834949,214008,25.6312661,147843,55512,69.08293148,25.93921723
Erath County,Texas,41372,13893,33.58068259,2160,11210,15.54739797,80.68811632
Falls County,Texas,17276,5248,30.37740218,1684,3441,32.08841463,65.56783537
Fannin County,Texas,33933,12044,35.49347243,2132,9548,17.70176021,79.27598804
Fayette County,Texas,25018,11174,44.66384203,2144,8743,19.18739932,78.24413818
Fisher County,Texas,3877,1729,44.59633737,403,1265,23.30827068,73.16367843
Floyd County,Texas,5847,1959,33.50436121,435,1474,22.20520674,75.24247065
Foard County,Texas,1200,513,42.75,113,383,22.02729045,74.6588694
Fort Bend County,Texas,744160,262066,35.21635132,134686,117291,51.39392367,44.75628277
Franklin County,Texas,10677,4380,41.0227592,665,3585,15.1826484,81.84931507
Freestone County,Texas,19669,7684,39.06655143,1471,6026,19.14367517,78.42269651
Frio County,Texas,19584,4400,22.46732026,2444,1856,55.54545455,42.18181818
Gaines County,Texas,20446,4620,22.59610682,597,3907,12.92207792,84.56709957
Galveston County,Texas,328820,122903,37.37698437,43658,73757,35.52232248,60.01236748
Garza County,Texas,6212,1484,23.88924662,230,1225,15.49865229,82.54716981
Gillespie County,Texas,26206,13214,50.42356712,2288,10446,17.31496897,79.05252005
Glasscock County,Texas,1365,604,44.24908425,34,553,5.629139073,91.55629139
Goliad County,Texas,7512,3708,49.36102236,973,2620,26.24056095,70.65803668
Gonzales County,Texas,20787,6334,30.47096743,1571,4587,24.80265235,72.41869277
Gray County,Texas,22741,7405,32.56233235,701,6500,9.466576637,87.77852802
Grayson County,Texas,128291,47416,36.95972438,10301,35325,21.72473427,74.50016872
Gregg County,Texas,123367,41749,33.84130278,11677,28764,27.9695322,68.89745862
Grimes County,Texas,27494,9533,34.67301957,2194,7065,23.01479073,74.1109829
Guadalupe County,Texas,154492,57822,37.4271807,18391,36632,31.80623292,63.35304901
Hale County,Texas,34107,8858,25.97120826,2101,6366,23.71867239,71.86723865
Hall County,Texas,3113,1091,35.04657886,164,893,15.03208066,81.85151237
Hamilton County,Texas,8237,3620,43.94803933,479,3060,13.2320442,84.53038674
Hansford County,Texas,5592,1947,34.81759657,171,1730,8.782742681,88.85464818
Hardeman County,Texas,3982,1513,37.99598192,249,1207,16.45736946,79.7752809
Hardin County,Texas,56242,22780,40.50353828,2780,19606,12.20368745,86.0667252
Harris County,Texas,4623960,1312112,28.37637004,707914,545955,53.95225408,41.6088718
Harrison County,Texas,66611,26548,39.85527916,7151,18749,26.93611571,70.62302245
Hartley County,Texas,5740,1952,34.00696864,173,1730,8.862704918,88.62704918
Haskell County,Texas,5751,1770,30.77725613,314,1403,17.74011299,79.26553672
Hays County,Texas,204546,72164,35.2800837,33224,33826,46.03957652,46.87378748
Hemphill County,Texas,4101,1695,41.33138259,181,1462,10.67846608,86.25368732
Henderson County,Texas,80062,30045,37.52716645,5669,23650,18.86836412,78.71526044
Hidalgo County,Texas,848960,173437,20.42934885,118809,48642,68.50268397,28.04591869
Hill County,Texas,35102,12970,36.94946157,2547,10108,19.63762529,77.93369314
Hockley County,Texas,23043,7311,31.72763963,1260,5809,17.23430447,79.45561483
Hood County,Texas,56569,26262,46.42472025,4008,21382,15.2615947,81.41801843
Hopkins County,Texas,36184,13538,37.41432677,2510,10707,18.54040479,79.08849165
Houston County,Texas,22897,8353,36.48076167,1978,6205,23.68011493,74.28468814
Howard County,Texas,36214,8723,24.08736953,1770,6637,20.29118423,76.08620887
Hudspeth County,Texas,4254,871,20.4748472,324,503,37.19862227,57.74971297
Hunt County,Texas,91895,31554,34.33701507,6396,23910,20.27001331,75.77486214
Hutchinson County,Texas,21528,8155,37.88089929,854,7042,10.472103,86.35193133
Irion County,Texas,1562,766,49.0396927,90,660,11.74934726,86.1618799
Jack County,Texas,8789,3350,38.1158266,314,2973,9.373134328,88.74626866
Jackson County,Texas,14873,5302,35.64849055,904,4266,17.05016975,80.4602037
Jasper County,Texas,35417,13419,37.88858458,2590,10609,19.30099113,79.05954244
Jeff Davis County,Texas,2231,1191,53.38413268,422,695,35.43240974,58.3543241
Jefferson County,Texas,255748,87618,34.25950545,42443,42862,48.44095962,48.91917186
Jim Hogg County,Texas,5257,2119,40.30816055,1635,430,77.15903728,20.29259084
Jim Wells County,Texas,41181,12379,30.05997912,6694,5420,54.07545036,43.78382745
Johnson County,Texas,162763,57606,35.39256465,10988,44382,19.07440197,77.04405791
Jones County,Texas,19971,5960,29.84327275,936,4819,15.70469799,80.8557047
Karnes County,Texas,15494,4198,27.09435911,1145,2965,27.27489281,70.62887089
Kaufman County,Texas,117904,41265,34.99881259,10278,29587,24.90730643,71.69998788
Kendall County,Texas,41903,20120,48.0156552,3643,15700,18.10636183,78.03180915
Kenedy County,Texas,436,186,42.66055046,99,84,53.22580645,45.16129032
Kent County,Texas,748,434,58.02139037,59,360,13.59447005,82.94930876
Kerr County,Texas,51426,23297,45.30198732,4681,17727,20.0927158,76.09134223
Kimble County,Texas,4413,1952,44.23294811,206,1697,10.55327869,86.93647541
King County,Texas,292,159,54.45205479,5,149,3.144654088,93.71069182
Kinney County,Texas,3636,1430,39.32893289,458,936,32.02797203,65.45454545
Kleberg County,Texas,31304,9512,30.38589318,4716,4367,49.57947855,45.91042893
Knox County,Texas,3732,1367,36.62915327,247,1078,18.06876372,78.85881492
Lamar County,Texas,49528,18611,37.57672428,3583,14561,19.25205524,78.23867605
Lamb County,Texas,13195,3995,30.27661993,771,3111,19.2991239,77.87234043
Lampasas County,Texas,20524,8205,39.97758721,1483,6385,18.07434491,77.81840341
La Salle County,Texas,7596,2059,27.10637177,1129,872,54.83244293,42.35065566
Lavaca County,Texas,19891,8661,43.54230557,1170,7347,13.5088327,84.82854174
Lee County,Texas,16975,6535,38.49779087,1372,4997,20.99464422,76.46518745
Leon County,Texas,17200,7439,43.25,909,6391,12.21938433,85.91208496
Liberty County,Texas,81354,24267,29.82889594,4862,18892,20.03543907,77.85057898
Limestone County,Texas,23472,7739,32.97119973,1778,5796,22.97454451,74.89339708
Lipscomb County,Texas,3494,1332,38.12249571,135,1159,10.13513514,87.01201201
Live Oak County,Texas,12023,4302,35.78141895,742,3464,17.24779172,80.52068805
Llano County,Texas,20592,10447,50.73329448,1825,8299,17.46912989,79.43907342
Loving County,Texas,117,65,55.55555556,4,58,6.153846154,89.23076923
Lubbock County,Texas,302094,99013,32.77555993,28023,65651,28.30234414,66.30543464
Lynn County,Texas,5775,2009,34.78787879,403,1546,20.05973121,76.95370831
McCulloch County,Texas,8124,3103,38.19547021,482,2552,15.53335482,82.24299065
McLennan County,Texas,247553,79075,31.9426547,27063,48260,34.22447044,61.03066709
McMullen County,Texas,806,499,61.91066998,40,454,8.016032064,90.98196393
Madison County,Texas,14120,4289,30.37535411,881,3351,20.54091863,78.13010026
Marion County,Texas,10125,4238,41.85679012,1165,2983,27.48938178,70.38697499
Martin County,Texas,5616,1762,31.37464387,266,1455,15.09648127,82.57661748
Mason County,Texas,4161,2057,49.43523192,354,1656,17.20952844,80.50559067
Matagorda County,Texas,37088,12196,32.88395168,3500,8366,28.69793375,68.59626107
Maverick County,Texas,58041,13588,23.41103703,10397,2816,76.51604357,20.72416838
Medina County,Texas,49254,17246,35.01441507,4634,12085,26.86999884,70.07422011
Menard County,Texas,2091,864,41.31994261,154,682,17.82407407,78.93518519
Midland County,Texas,163850,49212,30.03478792,10025,36973,20.37104771,75.13004958
Milam County,Texas,24680,8664,35.10534846,2051,6364,23.67266851,73.45337027
Mills County,Texas,4884,2245,45.96642097,243,1951,10.82405345,86.90423163
Mitchell County,Texas,8474,2196,25.91456219,354,1780,16.12021858,81.0564663
Montague County,Texas,19390,8604,44.37338834,885,7526,10.28591353,87.47094375
Montgomery County,Texas,555216,204632,36.85628656,45835,150314,22.39874506,73.45576449
Moore County,Texas,21641,5284,24.41661661,1098,3977,20.77971234,75.26495079
Morris County,Texas,12429,4973,40.01126398,1425,3446,28.65473557,69.29418862
Motley County,Texas,1170,615,52.56410256,40,566,6.504065041,92.03252033
Nacogdoches County,Texas,65549,22622,34.51158675,6846,14771,30.26257625,65.29484573
Navarro County,Texas,48405,16433,33.94897221,4002,11994,24.35343516,72.98728169
Newton County,Texas,14160,5534,39.0819209,1156,4288,20.88904951,77.4846404
Nolan County,Texas,15044,4857,32.28529646,1029,3552,21.18591723,73.13156269
Nueces County,Texas,361642,104405,28.86971093,49198,50766,47.12226426,48.62410804
Ochiltree County,Texas,10257,3002,29.2678171,274,2628,9.127248501,87.54163891
Oldham County,Texas,2074,948,45.70877531,78,850,8.227848101,89.66244726
Orange County,Texas,84549,32000,37.8478752,5735,25513,17.921875,79.728125
Palo Pinto County,Texas,28125,10270,36.51555556,1708,8284,16.63096397,80.66212269
Panola County,Texas,23419,10416,44.47670695,1835,8445,17.6171275,81.07718894
Parker County,Texas,128967,56817,44.05545605,8344,46473,14.68574546,81.79418132
Parmer County,Texas,9762,2466,25.26121696,485,1915,19.6674777,77.65612328
Pecos County,Texas,15881,4185,26.35224482,1554,2468,37.13261649,58.97252091
Polk County,Texas,47656,19852,41.65687427,4187,15176,21.09107395,76.44569817
Potter County,Texas,120632,28651,23.75074607,7657,19630,26.72507068,68.51418799
Presidio County,Texas,7156,2208,30.85522638,1458,652,66.0326087,29.52898551
Rains County,Texas,11304,4701,41.58704883,628,3968,13.35885982,84.40757286
Randall County,Texas,132342,54305,41.03383657,8367,43462,15.40742105,80.03314612
Reagan County,Texas,3726,904,24.2619431,167,709,18.47345133,78.42920354
Real County,Texas,3399,1681,49.45572227,262,1382,15.58596074,82.21296847
Red River County,Texas,12179,5161,42.37622136,1149,3926,22.2631273,76.07052897
Reeves County,Texas,15229,3184,20.90747915,1659,1417,52.10427136,44.50376884
Refugio County,Texas,7272,2948,40.53905391,1034,1830,35.07462687,62.07598372
Roberts County,Texas,910,554,60.87912088,20,524,3.610108303,94.58483755
Robertson County,Texas,16804,7035,41.86503214,2203,4668,31.3148543,66.35394456
Rockwall County,Texas,93421,39948,42.76126353,9655,28451,24.1689196,71.22008611
Runnels County,Texas,10276,3782,36.80420397,453,3250,11.97778953,85.93336859
Rusk County,Texas,52892,18994,35.9109128,3935,14675,20.71706855,77.26124039
Sabine County,Texas,10381,4651,44.80300549,614,3998,13.20146205,85.9600086
San Augustine County,Texas,8288,3569,43.06225869,910,2622,25.49733819,73.46595685
San Jacinto County,Texas,27732,10343,37.29626424,2038,8059,19.70414773,77.91743208
San Patricio County,Texas,67311,21656,32.1730475,7871,13030,36.34558552,60.16808275
San Saba County,Texas,5922,2357,39.80074299,293,2025,12.43105643,85.91429784
Schleicher County,Texas,3057,1059,34.64180569,208,821,19.64117092,77.52596789
Scurry County,Texas,17394,5289,30.40703691,733,4410,13.85895254,83.38060125
Shackelford County,Texas,3337,1504,45.07042254,103,1378,6.848404255,91.62234043
Shelby County,Texas,25566,9086,35.53938825,1758,7179,19.34844816,79.0116663
Sherman County,Texas,3070,935,30.45602606,96,807,10.26737968,86.31016043
Smith County,Texas,225161,84768,37.64772763,22300,58930,26.30709702,69.51915817
Somervell County,Texas,8671,3897,44.94291316,541,3206,13.8824737,82.2684116
Starr County,Texas,63894,11740,18.37418224,9289,2224,79.12265758,18.94378194
Stephens County,Texas,9377,3461,36.90945932,348,3034,10.05489743,87.66252528
Sterling County,Texas,1339,633,47.27408514,70,549,11.05845182,86.72985782
Stonewall County,Texas,1401,701,50.03568879,135,555,19.25820257,79.17261056
Sutton County,Texas,3886,1416,36.43849717,313,1075,22.10451977,75.9180791
Swisher County,Texas,7428,2204,29.67151319,462,1671,20.96188748,75.81669691
Tarrant County,Texas,2023556,668514,33.03659498,288392,345921,43.13926111,51.74476526
Taylor County,Texas,136257,45759,33.5828618,10085,33250,22.03938023,72.66330121
Terrell County,Texas,818,438,53.54523227,140,288,31.96347032,65.75342466
Terry County,Texas,12770,3355,26.2725137,753,2459,22.44411326,73.29359165
Throckmorton County,Texas,1537,808,52.56994144,84,715,10.3960396,88.49009901
Titus County,Texas,32463,9419,29.01457043,2597,6511,27.57192908,69.12623421
Tom Green County,Texas,117634,38479,32.7107809,9173,27494,23.8389771,71.45196081
Travis County,Texas,1206110,468720,38.862127,308260,127209,65.76634238,27.13965694
Trinity County,Texas,14543,5985,41.15381971,1154,4737,19.28153718,79.14786967
Tyler County,Texas,21423,8016,37.41772861,1248,6624,15.56886228,82.63473054
Upshur County,Texas,40771,16013,39.2754654,2380,13209,14.86292387,82.4892275
Upton County,Texas,3690,1347,36.50406504,286,1007,21.23236823,74.75872309
Uvalde County,Texas,27081,8964,33.10069791,3867,4835,43.13922356,53.93797412
Val Verde County,Texas,48911,13617,27.84036311,6964,5890,51.14195491,43.25475509
Van Zandt County,Texas,54367,21890,40.26339507,2799,18473,12.78666058,84.39013248
Victoria County,Texas,92402,31123,33.68217138,8866,21275,28.48697105,68.35780612
Walker County,Texas,71845,19796,27.55376157,6091,12884,30.76884219,65.08385532
Waller County,Texas,50046,16784,33.53714583,5748,10531,34.24690181,62.74428027
Ward County,Texas,11571,3445,29.77270763,783,2547,22.72859216,73.93323657
Washington County,Texas,34740,14828,42.68278641,3382,10945,22.8082007,73.81305638
Webb County,Texas,272301,56905,20.89782997,42307,12947,74.34671821,22.75195501
Wharton County,Texas,41609,14732,35.40580163,4238,10149,28.76730926,68.89084985
Wheeler County,Texas,5518,2306,41.79050381,194,2087,8.41283608,90.50303556
Wichita County,Texas,131295,38119,29.03309342,8770,27631,23.00689945,72.48616176
Wilbarger County,Texas,12880,4105,31.87111801,809,3166,19.70767357,77.12545676
Willacy County,Texas,21761,5095,23.41344607,3422,1547,67.16388616,30.36310108
Williamson County,Texas,527622,203081,38.48986585,84468,104175,41.59325589,51.29726562
Wilson County,Texas,48212,19432,40.30531818,4790,13998,24.65006175,72.03581721
Winkler County,Texas,7915,1876,23.70183196,420,1403,22.3880597,74.78678038
Wise County,Texas,64478,24776,38.42550948,3412,20670,13.77139167,83.42751049
Wood County,Texas,43753,18727,42.80163646,2630,15700,14.04389384,83.83617237
Yoakum County,Texas,8652,2303,26.61812298,426,1797,18.49761181,78.02865827
Young County,Texas,18098,7707,42.584816,876,6601,11.36629039,85.64940963
Zapata County,Texas,14446,3142,21.74996539,2063,1029,65.65881604,32.74984087
Zavala County,Texas,12121,3396,28.01749031,2636,694,77.62073027,20.43580683
Beaver County,Utah,6478,2491,38.4532263,264,1838,10.59815335,73.78562826
Box Elder County,Utah,52975,19735,37.25342143,2282,12230,11.56321257,61.9711173
Cache County,Utah,122201,46157,37.77137667,8563,21139,18.55189895,45.79803713
Carbon County,Utah,20324,7952,39.12615627,1717,5275,21.59205231,66.33551308
Daggett County,Utah,1076,474,44.05204461,77,331,16.24472574,69.83122363
Davis County,Utah,341000,138411,40.58973607,28776,62219,20.79025511,44.95235205
Duchesne County,Utah,20242,6942,34.29503014,500,5508,7.202535292,79.34312878
Emery County,Utah,10206,4289,42.02429943,380,3425,8.859874097,79.85544416
Garfield County,Utah,4952,2344,47.33441034,358,1606,15.27303754,68.51535836
Grand County,Utah,9622,4533,47.11078778,1960,1975,43.23847342,43.5693801
Iron County,Utah,49676,17654,35.53828811,2450,11561,13.8778747,65.48657528
Juab County,Utah,11016,4177,37.91757444,442,2827,10.58175724,67.68015322
Kane County,Utah,7297,3505,48.0334384,741,2265,21.14122682,64.62196862
Millard County,Utah,12655,5242,41.4223627,431,3860,8.222052652,73.63601679
Morgan County,Utah,11370,5192,45.66402814,577,3188,11.11325116,61.40215716
Piute County,Utah,1459,729,49.96572995,47,626,6.447187929,85.87105624
Rich County,Utah,2313,1109,47.94638997,104,797,9.377817854,71.86654644
Salt Lake County,Utah,1120109,418868,37.39528921,175863,138043,41.98530325,32.95620577
San Juan County,Utah,15329,5447,35.53395525,2042,2645,37.48852579,48.55883973
Sanpete County,Utah,29232,10164,34.77011494,1061,6673,10.43880362,65.65328611
Sevier County,Utah,21131,8654,40.95404855,695,6740,8.030968338,77.88305986
Summit County,Utah,40512,20641,50.9503357,10503,7333,50.88416259,35.52637954
Tooele County,Utah,64612,21829,33.78474587,4573,11169,20.94919602,51.16588025
Uintah County,Utah,36264,12797,35.28844033,995,9810,7.775259827,76.65859186
Utah County,Utah,590288,201551,34.14451929,28522,102182,14.151257,50.69783826
Wasatch County,Utah,30375,12120,39.90123457,3063,6115,25.27227723,50.45379538
Washington County,Utah,159352,61963,38.88435664,10288,42650,16.6034569,68.83139938
Wayne County,Utah,2671,1421,53.2010483,271,966,19.07107671,67.98029557
Weber County,Utah,247131,85039,34.41049484,23131,40235,27.20046096,47.31358553
Addison County,Vermont,36931,19031,51.53123392,11219,5297,58.95118491,27.83353476
Bennington County,Vermont,35911,17381,48.40021163,9539,5925,54.88176745,34.0889477
Caledonia County,Vermont,30154,14075,46.67705777,6445,5534,45.79040853,39.31793961
Chittenden County,Vermont,161563,83418,51.63187116,54814,18601,65.7100386,22.29854468
Essex County,Vermont,6224,2925,46.99550129,1019,1506,34.83760684,51.48717949
Franklin County,Vermont,48963,21411,43.72893818,9351,8752,43.67381253,40.87618514
Grand Isle County,Vermont,6921,4110,59.38448201,2094,1487,50.94890511,36.18004866
Lamoille County,Vermont,25331,12762,50.38095614,7241,3570,56.73875568,27.97367184
Orange County,Vermont,28908,14649,50.67455376,7541,5007,51.47791658,34.1798075
Orleans County,Vermont,26766,12047,45.00859299,5185,5159,43.03976094,42.82393957
Rutland County,Vermont,59122,29619,50.09810223,13635,12479,46.03463993,42.13173976
Washington County,Vermont,58355,31086,53.27049953,18594,7993,59.81470759,25.71253941
Windham County,Vermont,43163,22635,52.44074786,14340,5454,63.35321405,24.09542744
Windsor County,Vermont,55345,29928,54.07534556,17556,8605,58.66078589,28.75233895
Accomack County,Virginia,32871,15818,48.12144443,6740,8583,42.60968517,54.26096852
Albemarle County,Virginia,106431,56726,53.29838111,33345,19259,58.78256884,33.95092198
Alleghany County,Virginia,15387,7325,47.60512121,2166,4874,29.56996587,66.53924915
Amelia County,Virginia,12801,7040,54.99570346,2128,4708,30.22727273,66.875
Amherst County,Virginia,31887,15396,48.28299934,5057,9719,32.84619382,63.12678618
Appomattox County,Virginia,15528,8011,51.59067491,2023,5715,25.25277743,71.33940831
Arlington County,Virginia,231259,121356,52.47622795,92016,20186,75.82319786,16.63370579
Augusta County,Virginia,74834,36343,48.56482348,8177,26163,22.49951848,71.98910382
Bath County,Virginia,4409,2253,51.10002268,603,1548,26.76431425,68.70838881
Bedford County,Virginia,77993,42525,54.52412396,9768,30659,22.97001764,72.09641387
Bland County,Virginia,6472,3139,48.50123609,453,2573,14.43134756,81.96877987
Botetourt County,Virginia,33252,18739,56.35450499,4494,13375,23.98206948,71.37520679
Brunswick County,Virginia,16618,7669,46.14875436,4481,3046,58.43004303,39.71834659
Buchanan County,Virginia,22212,9247,41.6306501,1721,7296,18.61144155,78.90126528
Buckingham County,Virginia,17051,7295,42.78341446,3128,3950,42.87868403,54.14667581
Campbell County,Virginia,55419,27535,49.68512604,6664,19551,24.20192482,71.0041765
Caroline County,Virginia,30099,14863,49.38037809,6432,7147,43.27524726,48.08585077
Carroll County,Virginia,29789,13668,45.88270838,2559,10663,18.72256365,78.01434006
Charles City County,Virginia,7034,4107,58.38783054,2496,1476,60.7742878,35.93864134
Charlotte County,Virginia,12119,5808,47.92474627,2155,3479,37.10399449,59.90013774
Chesterfield County,Virginia,338479,176461,52.13351493,81074,85045,45.94442965,48.19478525
Clarke County,Virginia,14294,8213,57.45767455,3051,4661,37.14842323,56.75149154
Craig County,Virginia,5120,2794,54.5703125,541,2140,19.36292054,76.59269864
Culpeper County,Virginia,50319,22218,44.15429559,7759,13349,34.92213521,60.08191556
Cumberland County,Virginia,9745,4906,50.34376603,2036,2697,41.50020383,54.97350183
Dickenson County,Virginia,15014,6440,42.89329959,1335,4932,20.72981366,76.58385093
Dinwiddie County,Virginia,28468,13575,47.68512013,5765,7447,42.46777164,54.85819521
Essex County,Virginia,11077,5408,48.82188318,2542,2657,47.00443787,49.13091716
Fairfax County,Virginia,1144188,551183,48.17241572,355133,157710,64.43105103,28.61300149
Fauquier County,Virginia,68805,37467,54.45389143,12971,22127,34.61979876,59.05730376
Floyd County,Virginia,15677,8051,51.35548893,2300,5293,28.56787977,65.74338591
Fluvanna County,Virginia,26187,13597,51.92270974,5760,7025,42.3622858,51.66580863
Franklin County,Virginia,56158,26971,48.02699526,7257,18569,26.90667754,68.84802195
Frederick County,Virginia,84638,40440,47.77995699,11932,26083,29.50544016,64.49802176
Giles County,Virginia,16827,8212,48.80251976,1950,5910,23.74573794,71.96785192
Gloucester County,Virginia,37114,19619,52.8614539,5404,13096,27.54472705,66.75161833
Goochland County,Virginia,22485,14037,62.42828552,4889,8384,34.8293795,59.72786208
